date,age,gender,item,category,amount,label
2024-01-10,34,Male,Bread,Groceries,7138,
2024-03-27,50,Male,Video Game,Entertainment,913,
2024-02-29,39,Female,Bread,Groceries,6391,
2024-01-28,58,Male,Milk,Groceries,5478,Need
2024-03-09,39,Male,Movie Ticket,Entertainment,2988,
2024-01-10,27,Female,Netflix,Entertainment,8134,Want
2024-01-13,53,Female,Bread,Groceries,5727,
2024-01-15,58,Male,Vegetables,Groceries,2075,
2024-03-23,22,Male,Movie Ticket,Entertainment,7802,
2024-02-27,28,Male,Movie Ticket,Entertainment,3320,
2024-03-28,25,Female,Video Game,Entertainment,996,Want
2024-01-28,43,Male,Netflix,Entertainment,6889,
2024-02-04,45,Female,Medicine,Health & Wellness,3652,
2024-01-17,53,Male,Video Game,Entertainment,6059,
2024-01-25,53,Female,Rice,Groceries,5063,
2024-03-29,37,Male,Milk,Groceries,6308,
2024-02-15,36,Male,Video Game,Entertainment,2573,Want
2024-01-14,30,Female,Vegetables,Groceries,3486,
2024-02-13,55,Male,Vegetables,Groceries,5727,Need
2024-03-12,37,Female,Movie Ticket,Entertainment,1411,Want
2024-03-12,51,Female,Netflix,Entertainment,4980,
2024-02-23,39,Male,Bread,Groceries,2739,
2024-03-26,28,Female,Movie Ticket,Entertainment,1079,
2024-03-26,52,Female,Movie Ticket,Entertainment,4233,
2024-03-18,30,Male,Rice,Groceries,1660,
2024-03-10,60,Female,Video Game,Entertainment,4399,Want
2024-02-01,58,Female,Vegetables,Groceries,6723,
2024-03-08,52,Male,Vegetables,Groceries,7719,
2024-03-05,53,Male,Movie Ticket,Entertainment,7636,
2024-03-01,21,Male,Rice,Groceries,1660,
2024-02-29,28,Male,Video Game,Entertainment,3320,
2024-02-12,40,Female,Video Game,Entertainment,7304,
2024-01-04,25,Male,Milk,Groceries,7636,
2024-01-24,23,Female,Video Game,Entertainment,7553,
2024-01-27,31,Male,Video Game,Entertainment,6723,
2024-01-04,36,Male,Movie Ticket,Entertainment,4648,
2024-02-14,36,Male,Netflix,Entertainment,7636,
2024-03-31,48,Female,Bread,Groceries,3569,
2024-01-04,54,Female,Netflix,Entertainment,6391,
2024-01-23,56,Female,Netflix,Entertainment,3237,
2024-01-23,47,Male,Video Game,Entertainment,4565,
2024-02-20,34,Male,Rice,Groceries,4067,
2024-03-09,21,Female,Milk,Groceries,8217,
2024-01-26,54,Male,Video Game,Entertainment,4897,
2024-02-18,27,Male,Medicine,Health & Wellness,5146,
2024-03-16,58,Male,Milk,Groceries,2490,
2024-01-17,35,Male,Bread,Groceries,6557,
2024-03-13,35,Male,Netflix,Entertainment,5644,
2024-02-02,30,Female,Medicine,Health & Wellness,2988,
2024-01-18,30,Male,Netflix,Entertainment,2905,
2024-01-12,40,Female,Movie Ticket,Entertainment,5395,
2024-01-09,53,Female,Movie Ticket,Entertainment,3486,Want
2024-01-02,37,Female,Netflix,Entertainment,830,
2024-01-05,59,Male,Bread,Groceries,4565,
2024-03-01,37,Female,Rice,Groceries,1079,
2024-03-27,31,Female,Movie Ticket,Entertainment,6142,
2024-01-01,51,Female,Movie Ticket,Entertainment,2988,
2024-03-05,39,Female,Video Game,Entertainment,1079,
2024-01-28,39,Female,Rice,Groceries,4648,
2024-01-03,21,Male,Rice,Groceries,7470,
2024-01-18,51,Male,Vegetables,Groceries,3403,
2024-02-26,52,Male,Medicine,Health & Wellness,1577,
2024-01-28,40,Male,Movie Ticket,Entertainment,7885,
2024-01-22,31,Male,Netflix,Entertainment,4980,
2024-01-10,18,Female,Milk,Groceries,5644,
2024-02-07,58,Female,Milk,Groceries,6889,
2024-03-15,47,Female,Netflix,Entertainment,5893,
2024-03-13,23,Female,Bread,Groceries,1079,
2024-03-20,21,Female,Movie Ticket,Entertainment,1494,
2024-01-21,58,Male,Bread,Groceries,7885,
2024-01-12,52,Female,Milk,Groceries,5478,
2024-03-08,30,Male,Vegetables,Groceries,3652,Need
2024-01-24,52,Female,Medicine,Health & Wellness,1992,
2024-01-26,49,Male,Video Game,Entertainment,5810,
2024-02-21,49,Female,Milk,Groceries,1494,
2024-01-20,38,Male,Rice,Groceries,7221,
2024-01-20,30,Female,Vegetables,Groceries,6142,
2024-01-04,30,Male,Medicine,Health & Wellness,2988,
2024-01-29,26,Female,Medicine,Health & Wellness,2656,
2024-03-29,60,Female,Movie Ticket,Entertainment,6474,
2024-02-21,25,Female,Movie Ticket,Entertainment,6059,
2024-02-24,20,Male,Bread,Groceries,6889,
2024-01-13,38,Male,Movie Ticket,Entertainment,5229,
2024-02-29,55,Male,Vegetables,Groceries,7387,
2024-02-20,59,Male,Rice,Groceries,6972,
2024-02-16,23,Male,Milk,Groceries,7221,
2024-03-09,19,Male,Bread,Groceries,3569,Need
2024-02-21,21,Male,Movie Ticket,Entertainment,6142,Want
2024-03-01,31,Male,Medicine,Health & Wellness,2490,
2024-03-16,23,Male,Rice,Groceries,4233,
2024-01-16,32,Male,Movie Ticket,Entertainment,1909,
2024-01-22,22,Female,Video Game,Entertainment,4648,
2024-01-04,59,Male,Netflix,Entertainment,5893,Want
2024-01-06,58,Female,Video Game,Entertainment,6391,Want
2024-01-22,42,Male,Milk,Groceries,2656,
2024-02-01,19,Male,Bread,Groceries,996,
2024-02-16,41,Male,Bread,Groceries,6391,Need
2024-03-19,38,Male,Video Game,Entertainment,7719,
2024-02-13,20,Male,Movie Ticket,Entertainment,6474,
2024-03-16,50,Female,Milk,Groceries,5229,
2024-03-17,50,Male,Bread,Groceries,4648,
2024-01-07,23,Female,Netflix,Entertainment,1826,
2024-03-14,44,Female,Medicine,Health & Wellness,2822,
2024-03-25,54,Female,Medicine,Health & Wellness,6972,
2024-01-24,24,Female,Netflix,Entertainment,3984,Want
2024-02-04,31,Male,Milk,Groceries,5644,
2024-02-15,32,Male,Vegetables,Groceries,2075,
2024-03-01,50,Male,Rice,Groceries,7719,
2024-03-15,26,Male,Movie Ticket,Entertainment,4897,Want
2024-03-01,30,Male,Netflix,Entertainment,5644,Want
2024-01-07,38,Male,Video Game,Entertainment,3486,
2024-03-25,40,Female,Netflix,Entertainment,5478,
2024-01-06,27,Male,Movie Ticket,Entertainment,2241,
2024-03-06,52,Female,Bread,Groceries,4814,Need
2024-03-07,35,Female,Video Game,Entertainment,3901,
2024-02-22,31,Male,Movie Ticket,Entertainment,1494,
2024-02-18,54,Female,Bread,Groceries,3984,
2024-03-09,47,Male,Rice,Groceries,3486,
2024-01-31,21,Female,Medicine,Health & Wellness,5976,Need
2024-03-06,51,Male,Medicine,Health & Wellness,3818,
2024-02-24,27,Male,Netflix,Entertainment,2075,
2024-02-18,42,Male,Bread,Groceries,913,
2024-02-25,29,Male,Movie Ticket,Entertainment,4897,
2024-01-01,50,Male,Video Game,Entertainment,4565,
2024-03-31,41,Female,Medicine,Health & Wellness,3652,
2024-02-23,59,Female,Medicine,Health & Wellness,5478,Need
2024-03-27,39,Male,Video Game,Entertainment,7885,
2024-01-05,41,Female,Vegetables,Groceries,6474,
2024-01-13,44,Female,Rice,Groceries,2656,
2024-03-24,46,Male,Netflix,Entertainment,1577,
2024-03-14,56,Male,Bread,Groceries,7968,
2024-01-03,37,Female,Medicine,Health & Wellness,2241,
2024-01-14,60,Female,Bread,Groceries,5395,Need
2024-01-10,54,Female,Medicine,Health & Wellness,1909,
2024-01-30,36,Male,Milk,Groceries,4897,Need
2024-01-19,20,Male,Medicine,Health & Wellness,7470,
2024-02-17,47,Male,Netflix,Entertainment,2822,
2024-02-11,60,Male,Video Game,Entertainment,6806,
2024-01-14,21,Female,Movie Ticket,Entertainment,6474,Want
2024-01-17,18,Female,Medicine,Health & Wellness,4150,
2024-03-30,36,Male,Netflix,Entertainment,5810,
2024-03-27,54,Female,Video Game,Entertainment,5312,
2024-02-18,29,Male,Video Game,Entertainment,4565,
2024-01-27,35,Male,Bread,Groceries,7802,
2024-01-30,28,Male,Video Game,Entertainment,7885,
2024-03-24,54,Male,Netflix,Entertainment,4316,
2024-02-16,52,Male,Milk,Groceries,3154,
2024-02-13,23,Male,Medicine,Health & Wellness,4814,
2024-01-27,31,Male,Movie Ticket,Entertainment,2739,Want
2024-03-01,28,Male,Movie Ticket,Entertainment,913,
2024-01-26,28,Male,Bread,Groceries,913,
2024-01-07,30,Male,Milk,Groceries,3237,
2024-03-22,37,Female,Medicine,Health & Wellness,4565,
2024-03-06,28,Male,Video Game,Entertainment,3652,
2024-01-30,29,Female,Video Game,Entertainment,6142,
2024-03-11,25,Male,Movie Ticket,Entertainment,4814,
2024-02-08,39,Female,Video Game,Entertainment,6391,
2024-03-19,51,Male,Video Game,Entertainment,4316,
2024-01-31,45,Male,Vegetables,Groceries,6308,
2024-01-28,29,Female,Rice,Groceries,5146,
2024-02-13,38,Male,Vegetables,Groceries,6640,Need
2024-03-23,43,Male,Medicine,Health & Wellness,3320,
2024-03-24,54,Male,Medicine,Health & Wellness,3403,Need
2024-02-26,30,Female,Medicine,Health & Wellness,4482,
2024-03-10,49,Male,Medicine,Health & Wellness,2739,
2024-01-03,43,Male,Rice,Groceries,3320,
2024-02-27,33,Female,Milk,Groceries,3071,
2024-03-14,35,Male,Movie Ticket,Entertainment,1743,
2024-02-18,32,Male,Netflix,Entertainment,3818,
2024-03-01,27,Male,Milk,Groceries,8051,
2024-01-13,46,Male,Rice,Groceries,1743,Need
2024-01-28,37,Male,Rice,Groceries,7387,
2024-03-08,57,Male,Movie Ticket,Entertainment,6391,
2024-01-08,59,Male,Bread,Groceries,7968,
2024-03-17,19,Female,Milk,Groceries,3071,
2024-03-24,25,Female,Medicine,Health & Wellness,5810,
2024-03-07,35,Male,Netflix,Entertainment,5644,
2024-01-14,49,Female,Netflix,Entertainment,7055,
2024-02-16,23,Female,Bread,Groceries,1162,
2024-02-12,21,Male,Vegetables,Groceries,5893,
2024-02-19,25,Female,Video Game,Entertainment,2075,Want
2024-01-31,29,Male,Medicine,Health & Wellness,1992,
2024-03-08,52,Male,Movie Ticket,Entertainment,2656,
2024-02-18,18,Male,Movie Ticket,Entertainment,8134,Want
2024-01-06,49,Female,Vegetables,Groceries,5893,
2024-03-19,25,Female,Video Game,Entertainment,4150,
2024-03-22,34,Female,Netflix,Entertainment,5063,
2024-03-13,52,Female,Vegetables,Groceries,4897,
2024-01-03,28,Female,Rice,Groceries,6391,
2024-01-30,48,Male,Bread,Groceries,7221,Need
2024-03-06,59,Female,Movie Ticket,Entertainment,4233,
2024-02-28,53,Male,Milk,Groceries,5893,
2024-03-26,52,Female,Bread,Groceries,6308,
2024-03-09,33,Female,Milk,Groceries,6723,
2024-03-26,51,Female,Medicine,Health & Wellness,5644,
2024-03-03,46,Female,Vegetables,Groceries,5810,
2024-03-17,52,Male,Medicine,Health & Wellness,3403,
2024-01-02,57,Male,Vegetables,Groceries,2739,
2024-02-03,21,Male,Milk,Groceries,5478,
2024-01-11,24,Male,Rice,Groceries,7055,
2024-01-21,32,Female,Movie Ticket,Entertainment,996,
2024-03-19,57,Female,Medicine,Health & Wellness,4731,
2024-03-09,50,Female,Video Game,Entertainment,6723,Want
2024-01-21,55,Female,Movie Ticket,Entertainment,913,
2024-02-23,42,Male,Video Game,Entertainment,6972,Want
2024-01-09,22,Male,Bread,Groceries,4648,
2024-01-02,23,Male,Video Game,Entertainment,7968,Want
2024-03-02,35,Male,Video Game,Entertainment,2075,Want
2024-01-17,20,Female,Movie Ticket,Entertainment,1660,
2024-01-31,40,Male,Netflix,Entertainment,2656,
2024-03-09,35,Male,Milk,Groceries,7304,
2024-01-25,41,Male,Video Game,Entertainment,3154,
2024-02-21,26,Female,Vegetables,Groceries,1328,Need
2024-03-02,18,Male,Bread,Groceries,5229,
2024-02-20,53,Male,Bread,Groceries,3237,
2024-02-18,28,Female,Milk,Groceries,6225,
2024-01-01,24,Female,Medicine,Health & Wellness,5312,
2024-01-10,49,Female,Rice,Groceries,8300,
2024-01-28,31,Female,Bread,Groceries,5976,
2024-03-27,44,Female,Netflix,Entertainment,6806,
2024-03-02,26,Male,Milk,Groceries,4067,
2024-03-23,40,Female,Video Game,Entertainment,6142,
2024-03-17,36,Male,Rice,Groceries,4565,
2024-03-01,33,Male,Netflix,Entertainment,4565,
2024-02-23,58,Male,Netflix,Entertainment,7304,
2024-01-04,55,Male,Vegetables,Groceries,1162,
2024-02-08,27,Female,Rice,Groceries,7221,Need
2024-02-09,24,Male,Netflix,Entertainment,6308,
2024-03-22,22,Female,Milk,Groceries,3486,
2024-03-11,48,Female,Medicine,Health & Wellness,7138,
2024-03-01,34,Male,Medicine,Health & Wellness,4067,
2024-01-12,35,Female,Rice,Groceries,5063,
2024-03-10,34,Female,Bread,Groceries,6723,Need
2024-01-06,24,Female,Vegetables,Groceries,1577,
2024-03-08,33,Female,Milk,Groceries,3071,
2024-02-24,32,Female,Medicine,Health & Wellness,2241,
2024-02-15,28,Female,Medicine,Health & Wellness,1245,Need
2024-01-07,55,Female,Netflix,Entertainment,1660,
2024-02-16,30,Male,Milk,Groceries,6225,
2024-03-08,50,Male,Movie Ticket,Entertainment,4233,
2024-03-17,30,Male,Video Game,Entertainment,2407,
2024-03-14,52,Female,Video Game,Entertainment,5976,
2024-03-30,28,Male,Medicine,Health & Wellness,5644,
2024-02-12,35,Female,Netflix,Entertainment,7055,Want
2024-01-22,37,Male,Movie Ticket,Entertainment,8217,
2024-02-04,30,Female,Movie Ticket,Entertainment,7387,
2024-03-30,25,Male,Medicine,Health & Wellness,6308,
2024-01-29,28,Female,Netflix,Entertainment,1992,
2024-03-29,59,Female,Medicine,Health & Wellness,7968,Need
2024-03-18,36,Female,Rice,Groceries,7055,
2024-03-12,38,Female,Video Game,Entertainment,5644,Want
2024-02-10,53,Female,Medicine,Health & Wellness,4897,
2024-01-12,58,Female,Rice,Groceries,7719,Need
2024-01-12,28,Female,Vegetables,Groceries,2573,
2024-01-24,59,Male,Netflix,Entertainment,7055,Want
2024-03-27,54,Male,Rice,Groceries,4233,
2024-01-27,33,Male,Rice,Groceries,3818,
2024-03-12,56,Female,Medicine,Health & Wellness,8134,
2024-02-06,43,Male,Video Game,Entertainment,7885,
2024-03-07,30,Male,Milk,Groceries,2905,
2024-01-24,55,Female,Medicine,Health & Wellness,7304,
2024-01-28,23,Female,Video Game,Entertainment,2905,
2024-02-05,60,Male,Movie Ticket,Entertainment,5810,Want
2024-03-29,26,Female,Netflix,Entertainment,4897,
2024-02-26,26,Male,Movie Ticket,Entertainment,4233,
2024-01-06,46,Male,Video Game,Entertainment,4399,
2024-01-05,35,Female,Rice,Groceries,7055,
2024-03-06,20,Male,Movie Ticket,Entertainment,3818,
2024-03-27,20,Male,Medicine,Health & Wellness,5146,
2024-01-20,32,Female,Netflix,Entertainment,7304,
2024-02-14,19,Female,Rice,Groceries,3984,Need
2024-03-30,48,Female,Movie Ticket,Entertainment,4980,
2024-02-17,54,Female,Bread,Groceries,3901,
2024-01-09,27,Female,Bread,Groceries,3818,
2024-01-28,44,Female,Netflix,Entertainment,4150,
2024-03-10,56,Female,Milk,Groceries,6308,
2024-01-08,50,Male,Netflix,Entertainment,4067,
2024-03-11,28,Male,Movie Ticket,Entertainment,4399,
2024-03-28,25,Male,Video Game,Entertainment,7636,
2024-03-03,57,Female,Movie Ticket,Entertainment,2407,
2024-02-24,28,Male,Medicine,Health & Wellness,5146,
2024-02-18,35,Female,Medicine,Health & Wellness,1245,
2024-03-24,37,Female,Video Game,Entertainment,7885,
2024-02-05,23,Male,Video Game,Entertainment,7802,
2024-01-03,31,Male,Medicine,Health & Wellness,2739,Need
2024-02-28,57,Female,Video Game,Entertainment,1328,
2024-02-12,34,Male,Medicine,Health & Wellness,4648,Need
2024-02-19,46,Female,Netflix,Entertainment,6142,
2024-02-20,60,Female,Milk,Groceries,3735,
2024-01-02,24,Male,Movie Ticket,Entertainment,2905,Want
2024-02-14,45,Female,Video Game,Entertainment,7553,
2024-03-05,37,Female,Rice,Groceries,5229,
2024-03-29,27,Male,Video Game,Entertainment,5312,Want
2024-03-29,41,Male,Milk,Groceries,7802,
2024-03-12,54,Male,Netflix,Entertainment,3154,
2024-01-04,45,Male,Video Game,Entertainment,6391,
2024-01-07,28,Male,Vegetables,Groceries,4648,
2024-01-24,60,Male,Rice,Groceries,7055,Need
2024-01-17,58,Female,Movie Ticket,Entertainment,2739,
2024-03-19,44,Female,Movie Ticket,Entertainment,2988,
2024-01-21,43,Female,Video Game,Entertainment,913,
2024-01-18,23,Female,Milk,Groceries,1245,
2024-03-03,45,Male,Bread,Groceries,6972,
2024-02-03,58,Male,Video Game,Entertainment,1328,
2024-01-06,19,Male,Bread,Groceries,5229,Need
2024-02-02,57,Female,Bread,Groceries,3569,
2024-02-15,24,Female,Netflix,Entertainment,5478,
2024-03-23,58,Female,Netflix,Entertainment,4067,
2024-01-26,39,Female,Milk,Groceries,5146,Need
2024-03-14,38,Male,Medicine,Health & Wellness,7719,
2024-03-25,20,Female,Netflix,Entertainment,3818,
2024-01-03,38,Male,Video Game,Entertainment,1494,
2024-03-04,51,Male,Medicine,Health & Wellness,1411,
2024-03-19,47,Male,Bread,Groceries,3818,
2024-01-30,40,Female,Movie Ticket,Entertainment,8134,
2024-03-28,19,Male,Medicine,Health & Wellness,5146,Need
2024-02-11,49,Male,Vegetables,Groceries,4565,
2024-02-06,41,Male,Medicine,Health & Wellness,1328,
2024-02-19,49,Female,Video Game,Entertainment,6142,
2024-01-28,36,Male,Bread,Groceries,5478,
2024-01-17,36,Male,Video Game,Entertainment,2822,
2024-03-08,21,Male,Movie Ticket,Entertainment,6308,
2024-02-04,38,Male,Movie Ticket,Entertainment,2241,
2024-01-22,53,Female,Medicine,Health & Wellness,4980,Need
2024-01-04,43,Female,Milk,Groceries,8217,
2024-03-30,34,Female,Bread,Groceries,7636,
2024-03-16,45,Male,Bread,Groceries,6308,
2024-02-29,54,Male,Medicine,Health & Wellness,2075,Need
2024-02-19,50,Female,Movie Ticket,Entertainment,4731,
2024-01-11,57,Male,Milk,Groceries,4482,
2024-03-26,40,Female,Milk,Groceries,5478,
2024-01-19,20,Female,Bread,Groceries,2490,
2024-03-23,55,Female,Vegetables,Groceries,2656,
2024-03-01,20,Female,Netflix,Entertainment,7470,Want
2024-03-15,40,Female,Medicine,Health & Wellness,5561,Need
2024-02-03,48,Female,Movie Ticket,Entertainment,2324,Want
2024-03-24,21,Male,Bread,Groceries,7719,
2024-01-15,51,Male,Medicine,Health & Wellness,7636,
2024-02-08,30,Female,Medicine,Health & Wellness,4648,Need
2024-01-23,37,Female,Bread,Groceries,3901,Need
2024-02-23,40,Female,Movie Ticket,Entertainment,2905,
2024-02-20,33,Female,Movie Ticket,Entertainment,7719,Want
2024-03-21,26,Female,Rice,Groceries,5727,
2024-02-08,21,Female,Movie Ticket,Entertainment,6723,
2024-02-24,34,Female,Video Game,Entertainment,5478,
2024-01-30,38,Male,Video Game,Entertainment,6723,Want
2024-03-12,55,Male,Bread,Groceries,4731,
2024-03-25,39,Female,Bread,Groceries,4731,Need
2024-03-01,53,Female,Movie Ticket,Entertainment,3403,Want
2024-02-04,59,Female,Netflix,Entertainment,6640,
2024-02-22,18,Male,Video Game,Entertainment,1494,
2024-03-23,51,Female,Rice,Groceries,2490,Need
2024-03-27,58,Male,Rice,Groceries,2490,
2024-01-18,48,Female,Rice,Groceries,7055,
2024-03-07,25,Female,Rice,Groceries,6889,
2024-02-06,55,Male,Netflix,Entertainment,1494,
2024-01-29,57,Female,Netflix,Entertainment,1826,
2024-03-13,42,Female,Vegetables,Groceries,2407,
2024-03-27,33,Male,Medicine,Health & Wellness,1826,Need
2024-01-18,26,Female,Bread,Groceries,2241,
2024-02-07,29,Female,Rice,Groceries,1577,
2024-01-14,22,Male,Movie Ticket,Entertainment,3237,
2024-02-19,32,Female,Milk,Groceries,4316,
2024-01-27,20,Male,Rice,Groceries,4648,
2024-01-14,54,Male,Video Game,Entertainment,4731,
2024-03-02,42,Male,Movie Ticket,Entertainment,3071,
2024-01-29,57,Female,Rice,Groceries,6308,
2024-01-24,53,Male,Milk,Groceries,8300,
2024-01-12,31,Male,Netflix,Entertainment,7885,
2024-03-27,53,Female,Bread,Groceries,1826,
2024-02-12,32,Female,Rice,Groceries,1162,
2024-03-25,38,Male,Video Game,Entertainment,6059,Want
2024-03-26,51,Female,Rice,Groceries,4399,
2024-02-13,53,Female,Medicine,Health & Wellness,2490,
2024-03-12,56,Female,Rice,Groceries,4648,
2024-02-08,58,Female,Netflix,Entertainment,4399,
2024-03-20,22,Male,Bread,Groceries,3237,
2024-01-10,46,Female,Vegetables,Groceries,5478,
2024-02-12,39,Male,Medicine,Health & Wellness,8051,
2024-01-07,41,Male,Netflix,Entertainment,3403,
2024-01-05,52,Female,Rice,Groceries,3154,
2024-03-21,57,Male,Rice,Groceries,7304,Need
2024-03-30,18,Female,Milk,Groceries,1494,
2024-03-15,29,Male,Movie Ticket,Entertainment,3984,Want
2024-01-22,22,Female,Video Game,Entertainment,6889,
2024-03-27,45,Female,Milk,Groceries,830,
2024-02-28,19,Male,Video Game,Entertainment,1743,
2024-02-26,51,Female,Netflix,Entertainment,3652,
2024-03-18,56,Male,Netflix,Entertainment,1660,
2024-03-29,21,Female,Movie Ticket,Entertainment,5395,
2024-02-11,48,Male,Rice,Groceries,3320,Need
2024-01-17,49,Female,Video Game,Entertainment,2324,
2024-01-15,19,Female,Bread,Groceries,6142,
2024-01-02,43,Female,Rice,Groceries,6972,
2024-01-10,52,Male,Video Game,Entertainment,2739,
2024-03-29,48,Male,Milk,Groceries,6225,
2024-01-13,44,Male,Rice,Groceries,5478,Need
2024-03-04,57,Male,Rice,Groceries,5146,
2024-03-03,22,Male,Rice,Groceries,1909,Need
2024-03-27,23,Female,Milk,Groceries,5229,
2024-03-16,60,Male,Vegetables,Groceries,1162,Need
2024-03-23,25,Female,Bread,Groceries,2573,Need
2024-02-01,59,Male,Netflix,Entertainment,1909,
2024-01-22,39,Male,Medicine,Health & Wellness,6142,
2024-01-06,34,Male,Rice,Groceries,2490,
2024-03-08,26,Female,Netflix,Entertainment,6972,
2024-02-18,60,Female,Medicine,Health & Wellness,1577,
2024-03-05,28,Female,Medicine,Health & Wellness,7470,Need
2024-02-20,24,Male,Medicine,Health & Wellness,1328,
2024-03-31,39,Male,Netflix,Entertainment,6474,
2024-01-25,23,Female,Milk,Groceries,5810,Need
2024-01-04,36,Male,Netflix,Entertainment,5229,Want
2024-03-17,18,Female,Milk,Groceries,3486,
2024-02-10,20,Female,Medicine,Health & Wellness,3320,
2024-01-25,26,Female,Medicine,Health & Wellness,2656,Need
2024-02-07,53,Male,Rice,Groceries,7802,
2024-02-20,50,Male,Vegetables,Groceries,3403,Need
2024-03-13,33,Female,Medicine,Health & Wellness,1245,
2024-02-15,19,Male,Movie Ticket,Entertainment,6059,
2024-03-14,41,Female,Vegetables,Groceries,6557,
2024-01-07,29,Female,Movie Ticket,Entertainment,2573,Want
2024-02-06,29,Female,Video Game,Entertainment,7304,
2024-03-18,28,Male,Medicine,Health & Wellness,6557,Need
2024-03-08,18,Male,Bread,Groceries,7055,
2024-03-20,43,Female,Medicine,Health & Wellness,2324,Need
2024-02-14,59,Female,Netflix,Entertainment,4399,
2024-02-12,35,Female,Video Game,Entertainment,3818,
2024-03-23,39,Female,Video Game,Entertainment,5395,
2024-01-12,50,Male,Video Game,Entertainment,4399,
2024-02-11,56,Female,Bread,Groceries,1245,
2024-03-10,20,Male,Rice,Groceries,2905,Need
2024-03-07,43,Female,Movie Ticket,Entertainment,6557,Want
2024-01-19,25,Male,Medicine,Health & Wellness,2241,
2024-03-23,26,Female,Milk,Groceries,5727,Need
2024-03-04,43,Male,Netflix,Entertainment,5727,
2024-03-19,43,Female,Video Game,Entertainment,3071,
2024-03-06,44,Male,Video Game,Entertainment,1743,Want
2024-02-17,56,Female,Video Game,Entertainment,5312,
2024-03-19,25,Female,Medicine,Health & Wellness,3071,
2024-01-15,56,Male,Bread,Groceries,3154,
2024-03-31,20,Male,Rice,Groceries,6225,
2024-03-23,60,Male,Video Game,Entertainment,7304,
2024-02-06,19,Female,Rice,Groceries,830,
2024-02-13,23,Male,Netflix,Entertainment,2988,
2024-01-30,41,Female,Medicine,Health & Wellness,1909,
2024-01-30,37,Male,Milk,Groceries,3735,
2024-01-30,50,Female,Rice,Groceries,4648,Need
2024-01-28,33,Male,Rice,Groceries,7968,Need
2024-02-25,38,Female,Rice,Groceries,5561,
2024-02-29,58,Female,Rice,Groceries,4565,
2024-01-24,31,Female,Bread,Groceries,6391,
2024-02-10,48,Male,Milk,Groceries,8300,
2024-02-13,55,Female,Rice,Groceries,5561,Need
2024-02-26,56,Male,Rice,Groceries,8051,
2024-03-19,54,Male,Netflix,Entertainment,4897,
2024-02-25,36,Female,Milk,Groceries,4980,
2024-01-18,34,Male,Video Game,Entertainment,6059,
2024-01-27,54,Male,Milk,Groceries,2075,Need
2024-02-24,56,Male,Vegetables,Groceries,3320,
2024-03-06,37,Male,Netflix,Entertainment,1577,
2024-01-28,23,Male,Milk,Groceries,3818,
2024-01-29,50,Male,Movie Ticket,Entertainment,6806,
2024-03-07,48,Male,Vegetables,Groceries,6972,
2024-02-26,45,Male,Medicine,Health & Wellness,3237,
2024-01-23,44,Male,Milk,Groceries,4731,
2024-02-27,26,Female,Video Game,Entertainment,3486,
2024-03-22,48,Male,Medicine,Health & Wellness,5063,
2024-03-25,54,Male,Video Game,Entertainment,7221,
2024-02-20,27,Female,Milk,Groceries,3320,
2024-02-19,36,Male,Vegetables,Groceries,1743,
2024-01-25,19,Female,Milk,Groceries,1079,Need
2024-03-31,60,Female,Netflix,Entertainment,5395,
2024-03-08,49,Male,Milk,Groceries,7719,
2024-03-19,30,Female,Rice,Groceries,3071,
2024-02-14,27,Male,Video Game,Entertainment,2490,
2024-01-26,20,Female,Video Game,Entertainment,7802,
2024-02-12,49,Male,Medicine,Health & Wellness,996,
2024-01-16,59,Male,Medicine,Health & Wellness,3901,
2024-02-16,22,Male,Netflix,Entertainment,8051,
2024-03-29,45,Female,Movie Ticket,Entertainment,4731,
2024-01-13,55,Female,Movie Ticket,Entertainment,3818,Want
2024-02-13,27,Male,Bread,Groceries,6557,
2024-03-13,58,Female,Netflix,Entertainment,3403,Want
2024-02-13,53,Female,Medicine,Health & Wellness,6723,
2024-01-12,55,Male,Vegetables,Groceries,6557,
2024-03-03,31,Female,Movie Ticket,Entertainment,4731,
2024-03-25,54,Female,Bread,Groceries,5644,
2024-03-31,35,Female,Milk,Groceries,3569,
2024-01-02,57,Male,Netflix,Entertainment,7304,Want
2024-02-27,22,Female,Vegetables,Groceries,830,
2024-02-20,29,Male,Netflix,Entertainment,2075,
2024-01-07,42,Female,Vegetables,Groceries,6806,
2024-02-01,42,Female,Movie Ticket,Entertainment,6474,Want
2024-02-25,34,Female,Vegetables,Groceries,4648,
2024-02-04,58,Female,Medicine,Health & Wellness,2241,
2024-02-20,19,Male,Medicine,Health & Wellness,3818,
2024-01-15,44,Male,Vegetables,Groceries,4731,
2024-02-10,49,Male,Rice,Groceries,8300,
2024-02-22,30,Female,Milk,Groceries,1245,
2024-01-27,43,Male,Vegetables,Groceries,1826,
2024-02-21,44,Male,Bread,Groceries,2241,
2024-02-28,22,Female,Bread,Groceries,2158,
2024-03-23,47,Male,Bread,Groceries,1245,
2024-03-04,35,Female,Movie Ticket,Entertainment,1743,
2024-02-11,43,Male,Medicine,Health & Wellness,5561,
2024-01-23,20,Female,Milk,Groceries,8217,
2024-02-08,48,Male,Vegetables,Groceries,6391,
2024-01-25,33,Female,Netflix,Entertainment,2407,Want
2024-03-11,19,Female,Netflix,Entertainment,5976,Want
2024-02-29,49,Female,Netflix,Entertainment,8134,Want
